conv_id,utterance_idx,context,prompt,speaker_idx,utterance,ut_len,Empathy,Talker,Sentiment,Emotion,Taxonomy,Intent
hit:5568_conv:11136,3,surprised,My husband shocked me when he bought me a new kitten for my birthday. He knows I've been wanting one for quite some time.,104,Her name is Smoky!  My husband knows how badly I've been wanting a kitten. It was sweet!,88,4,1,"{'sentiment': {'negative': 0.104, 'neutral': 0.465, 'positive': 0.43}}","{'emotion': {'Angry': 0.033005636, 'Sad': 0.1686925876, 'Excited': 0.1341285752, 'Bored': 0.0, 'Happy': 0.4389939295, 'Fear': 0.2251792717}}","{'taxonomy': [{'confidence_score': 0.807218194, 'tag': 'IMPACT'}, {'confidence_score': 0.1616123468, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0108365528, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.005, 'query': 0.105, 'spam': 0.492, 'marketing': 0.016, 'feedback': 0.381}}"
hit:5568_conv:11136,4,surprised,My husband shocked me when he bought me a new kitten for my birthday. He knows I've been wanting one for quite some time.,392,That's so wonderful. My boyfriend has a cat named Smoke (I call him Smok) that I love sooo much. Good luck!,107,4,2,"{'sentiment': {'negative': 0.025, 'neutral': 0.131, 'positive': 0.844}}","{'emotion': {'Angry': 0.0448051802, 'Excited': 0.2284644102, 'Fear': 0.1386246528, 'Happy': 0.5199221938, 'Sad': 0.068183563, 'Bored': 0.0}}","{'taxonomy': [{'confidence_score': 0.7520554066, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2092492878, 'tag': 'IMPACT'}, {'confidence_score': 0.0249127168, 'tag': 'GREEN'}]}","{'intent': {'news': 0.022, 'query': 0.023, 'spam': 0.264, 'marketing': 0.041, 'feedback': {'score': 0.65, 'tag': {'complaint': 0.002, 'suggestion': 0.006, 'appreciation': 0.992}}}}"
hit:6320_conv:12641,1,hopeful,My dog is getting neutered tomorrow.  I am confident he will be okay.,322,My dog is getting neutered tomorrow.,36,4,1,"{'sentiment': {'negative': 0.327, 'neutral': 0.431, 'positive': 0.242}}","{'emotion': {'Excited': 0.03625784, 'Fear': 0.2451909715, 'Sad': 0.6091735556, 'Happy': 0.0476853887, 'Bored': 0.0054574377, 'Angry': 0.0562348065}}","{'taxonomy': [{'confidence_score': 0.5144361258, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2702509165, 'tag': 'POLITICS'}, {'confidence_score': 0.0638143569, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.029, 'query': 0.381, 'spam': 0.476, 'marketing': 0.014, 'feedback': 0.101}}"
hit:6320_conv:12641,2,hopeful,My dog is getting neutered tomorrow.  I am confident he will be okay.,209,That's a responsible decision on your part. Are you nervous about it?,69,4,2,"{'sentiment': {'negative': 0.287, 'neutral': 0.635, 'positive': 0.078}}","{'emotion': {'Happy': 0.1235153514, 'Fear': 0.4961035445, 'Sad': 0.1719362259, 'Bored': 0.0489261031, 'Angry': 0.0825443623, 'Excited': 0.0769744128}}","{'taxonomy': [{'confidence_score': 0.3877253234, 'tag': 'POLITICS'}, {'confidence_score': 0.1929467618, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1517771035, 'tag': 'TECH'}]}","{'intent': {'news': 0.003, 'query': 0.792, 'spam': 0.057, 'marketing': 0.002, 'feedback': 0.146}}"
hit:6320_conv:12641,3,hopeful,My dog is getting neutered tomorrow.  I am confident he will be okay.,322,"Somewhat, I am confident he will be okay.",47,4,1,"{'sentiment': {'negative': 0.093, 'neutral': 0.617, 'positive': 0.289}}","{'emotion': {'Excited': 0.2214565375, 'Fear': 0.1382031714, 'Sad': 0.1815912329, 'Happy': 0.3904403373, 'Bored': 0.0249865545, 'Angry': 0.0433221663}}","{'taxonomy': [{'confidence_score': 0.4981099069, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2395659536, 'tag': 'IMPACT'}, {'confidence_score': 0.1066716686, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.005, 'query': 0.023, 'spam': 0.131, 'marketing': 0.021, 'feedback': {'score': 0.82, 'tag': {'complaint': 0.008, 'suggestion': 0.054, 'appreciation': 0.938}}}}"
hit:6320_conv:12641,4,hopeful,My dog is getting neutered tomorrow.  I am confident he will be okay.,209,That's good. I am sure he will turn out happy and healthy!,58,4,2,"{'sentiment': {'negative': 0.071, 'neutral': 0.22, 'positive': 0.709}}","{'emotion': {'Angry': 0.1335321505, 'Sad': 0.0702697231, 'Excited': 0.2104805131, 'Bored': 0.0169432171, 'Happy': 0.4153266338, 'Fear': 0.1534477624}}","{'taxonomy': [{'confidence_score': 0.5401959419, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2614737451, 'tag': 'IMPACT'}, {'confidence_score': 0.0585513897, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.018, 'query': 0.03, 'spam': 0.101, 'marketing': 0.036, 'feedback': {'score': 0.814, 'tag': {'complaint': 0.006, 'suggestion': 0.026, 'appreciation': 0.968}}}}"
hit:618_conv:1237,1,jealous,I can't believe my brother is dating a super model. She should be dating me instead_comma_ I'm much more interesting!,190,My brother...Dating an A list supermodel... I don't know what to think!,71,3,1,"{'sentiment': {'negative': 0.45, 'neutral': 0.415, 'positive': 0.135}}","{'emotion': {'Angry': 0.0886660564, 'Excited': 0.0485309599, 'Fear': 0.5350991677, 'Happy': 0.033751609, 'Sad': 0.2875441916, 'Bored': 0.0064080154}}","{'taxonomy': [{'confidence_score': 0.6987013221, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2060476691, 'tag': 'IMPACT'}, {'confidence_score': 0.0292899515, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.021, 'query': 0.251, 'spam': 0.292, 'marketing': 0.008, 'feedback': {'score': 0.428, 'tag': {'complaint': 0.358, 'suggestion': 0.172, 'appreciation': 0.47}}}}"
hit:618_conv:1237,2,jealous,I can't believe my brother is dating a super model. She should be dating me instead_comma_ I'm much more interesting!,165,Really? What makes them A list?,31,3,2,"{'sentiment': {'negative': 0.456, 'neutral': 0.522, 'positive': 0.022}}","{'emotion': {'Happy': 0.0358451325, 'Fear': 0.1518874421, 'Sad': 0.2322093983, 'Bored': 0.1446389215, 'Angry': 0.3937642822, 'Excited': 0.0416548234}}","{'taxonomy': [{'confidence_score': 0.4903552234, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1968009323, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.1570191681, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.0, 'query': 0.81, 'spam': 0.154, 'marketing': 0.001, 'feedback': 0.035}}"
hit:618_conv:1237,3,jealous,I can't believe my brother is dating a super model. She should be dating me instead_comma_ I'm much more interesting!,190,He's dating Kylie Jenner. Have you heard of her?,48,3,1,"{'sentiment': {'negative': 0.172, 'neutral': 0.76, 'positive': 0.068}}","{'emotion': {'Excited': 0.0867325641, 'Fear': 0.4292312314, 'Angry': 0.1083657414, 'Happy': 0.0418261986, 'Sad': 0.198361662, 'Bored': 0.1354826026}}","{'taxonomy': [{'confidence_score': 0.9767202735, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0189911611, 'tag': 'IMPACT'}, {'confidence_score': 0.0011274625, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.01, 'query': 0.117, 'spam': 0.627, 'marketing': 0.008, 'feedback': 0.239}}"
hit:618_conv:1237,4,jealous,I can't believe my brother is dating a super model. She should be dating me instead_comma_ I'm much more interesting!,165,Yeah I have lol. What's your brothers name?,43,3,2,"{'sentiment': {'negative': 0.069, 'neutral': 0.84, 'positive': 0.091}}","{'emotion': {'Angry': 0.0857638841, 'Excited': 0.2160896833, 'Happy': 0.1495045555, 'Sad': 0.0891101232, 'Bored': 0.0898545276, 'Fear': 0.3696772262}}","{'taxonomy': [{'confidence_score': 0.6237385273, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1994867027, 'tag': 'IMPACT'}, {'confidence_score': 0.0860514492, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.001, 'query': 0.323, 'spam': 0.482, 'marketing': 0.005, 'feedback': 0.188}}"
hit:618_conv:1237,5,jealous,I can't believe my brother is dating a super model. She should be dating me instead_comma_ I'm much more interesting!,190,Justin Beiber.,14,3,1,"{'sentiment': {'negative': 0.091, 'neutral': 0.76, 'positive': 0.149}}","{'emotion': {'Angry': 0.2101018435, 'Sad': 0.1015824127, 'Excited': 0.1839463441, 'Bored': 0.0712375134, 'Happy': 0.2532809055, 'Fear': 0.1798509807}}","{'taxonomy': [{'confidence_score': 0.6191037297, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1060826033, 'tag': 'POLITICS'}, {'confidence_score': 0.0640653074, 'tag': 'WORLDPOST'}]}","{'intent': {'news': 0.018, 'query': 0.002, 'spam': 0.903, 'marketing': 0.003, 'feedback': 0.075}}"
hit:11447_conv:22895,1,devastated,My dog got ran over last week and I have had her for 13 years and raised her from a pup. I loved her very much and it felt like I was going to die when my husband called me at work and gave me the news it just felt like everything was gone and I wouldn't  be able to go on.,650,"my dog I have rasied since she was apup got ran over last week , I had her for thirteen years and I don't no how I can go on with out her Its like everything will never be the same.",187,4,1,"{'sentiment': {'negative': 0.821, 'neutral': 0.161, 'positive': 0.018}}","{'emotion': {'Excited': 0.0379341673, 'Fear': 0.16606117, 'Angry': 0.0803781061, 'Happy': 0.0193758924, 'Sad': 0.6821010329, 'Bored': 0.0141496312}}","{'taxonomy': [{'confidence_score': 0.8416476846, 'tag': 'GREEN'}, {'confidence_score': 0.0960959196, 'tag': 'IMPACT'}, {'confidence_score': 0.0365932696, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.004, 'query': 0.132, 'spam': 0.523, 'marketing': 0.001, 'feedback': 0.339}}"
hit:11447_conv:22895,2,devastated,My dog got ran over last week and I have had her for 13 years and raised her from a pup. I loved her very much and it felt like I was going to die when my husband called me at work and gave me the news it just felt like everything was gone and I wouldn't  be able to go on.,652,"Oh no, you must be devastated. Wish I could give you a hug.",65,4,2,"{'sentiment': {'negative': 0.716, 'neutral': 0.249, 'positive': 0.035}}","{'emotion': {'Angry': 0.0417790606, 'Sad': 0.7174470073, 'Excited': 0.0228003599, 'Bored': 0.0126145349, 'Happy': 0.0603738084, 'Fear': 0.1449852289}}","{'taxonomy': [{'confidence_score': 0.76594311, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0595333278, 'tag': 'IMPACT'}, {'confidence_score': 0.0485617742, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.002, 'query': 0.303, 'spam': 0.34, 'marketing': 0.002, 'feedback': {'score': 0.354, 'tag': {'complaint': 0.231, 'suggestion': 0.298, 'appreciation': 0.471}}}}"
hit:11447_conv:22895,3,devastated,My dog got ran over last week and I have had her for 13 years and raised her from a pup. I loved her very much and it felt like I was going to die when my husband called me at work and gave me the news it just felt like everything was gone and I wouldn't  be able to go on.,650,yes i was but ill make it threw it.,35,4,1,"{'sentiment': {'negative': 0.458, 'neutral': 0.351, 'positive': 0.191}}","{'emotion': {'Angry': 0.165257802, 'Excited': 0.212672919, 'Fear': 0.1225825483, 'Happy': 0.2109997289, 'Sad': 0.1340389554, 'Bored': 0.1544480465}}","{'taxonomy': [{'confidence_score': 0.3264212906, 'tag': 'IMPACT'}, {'confidence_score': 0.233921349, 'tag': 'POLITICS'}, {'confidence_score': 0.2085197419, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.007, 'query': 0.091, 'spam': 0.23, 'marketing': 0.027, 'feedback': {'score': 0.645, 'tag': {'complaint': 0.143, 'suggestion': 0.112, 'appreciation': 0.745}}}}"
hit:11447_conv:22895,4,devastated,My dog got ran over last week and I have had her for 13 years and raised her from a pup. I loved her very much and it felt like I was going to die when my husband called me at work and gave me the news it just felt like everything was gone and I wouldn't  be able to go on.,652,It's tough to lose someone you love. ,37,4,2,"{'sentiment': {'negative': 0.603, 'neutral': 0.378, 'positive': 0.018}}","{'emotion': {'Happy': 0.0639338115, 'Fear': 0.1500134605, 'Sad': 0.7052605133, 'Bored': 0.0207257288, 'Angry': 0.0380400397, 'Excited': 0.0220264461}}","{'taxonomy': [{'confidence_score': 0.4627024233, 'tag': 'POLITICS'}, {'confidence_score': 0.2511958778, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2134917229, 'tag': 'SPORTS'}]}","{'intent': {'news': 0.008, 'query': 0.128, 'spam': 0.485, 'marketing': 0.007, 'feedback': 0.372}}"
hit:11447_conv:22895,5,devastated,My dog got ran over last week and I have had her for 13 years and raised her from a pup. I loved her very much and it felt like I was going to die when my husband called me at work and gave me the news it just felt like everything was gone and I wouldn't  be able to go on.,650,4,1,4,1,"{'sentiment': {'negative': 0.036, 'neutral': 0.677, 'positive': 0.287}}","{'emotion': {'Excited': 0.2518195963, 'Fear': 0.1429379205, 'Angry': 0.0861819627, 'Happy': 0.3067539889, 'Sad': 0.1190249685, 'Bored': 0.0932815631}}","{'taxonomy': [{'confidence_score': 0.3862298727, 'tag': 'IMPACT'}, {'confidence_score': 0.1221347004, 'tag': 'POLITICS'}, {'confidence_score': 0.1192058176, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.219, 'query': 0.052, 'spam': 0.125, 'marketing': 0.568, 'feedback': 0.037}}"
hit:9978_conv:19957,1,sad,My wife is off to her Mom's. I will feel alone and lonely,43,My wife is off to her mom's. I will be alone and lonely without her,67,3,1,"{'sentiment': {'negative': 0.758, 'neutral': 0.205, 'positive': 0.037}}","{'emotion': {'Fear': 0.097112834, 'Bored': 0.0048716481, 'Angry': 0.0318776971, 'Excited': 0.0072294501, 'Happy': 0.011804813, 'Sad': 0.8471035578}}","{'taxonomy': [{'confidence_score': 0.8549841046, 'tag': 'IMPACT'}, {'confidence_score': 0.0866433755, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0248316154, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.003, 'query': 0.061, 'spam': 0.655, 'marketing': 0.001, 'feedback': 0.279}}"
hit:9978_conv:19957,2,sad,My wife is off to her Mom's. I will feel alone and lonely,567,Oh no! How boring. Could you call up a few buddies to hang out?,63,3,2,"{'sentiment': {'negative': 0.233, 'neutral': 0.739, 'positive': 0.027}}","{'emotion': {'Angry': 0.0236591001, 'Excited': 0.0146382139, 'Fear': 0.1301262642, 'Happy': 0.0404445211, 'Sad': 0.1361446899, 'Bored': 0.6549872108}}","{'taxonomy': [{'confidence_score': 0.395585835, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.3739276826, 'tag': 'TASTE'}, {'confidence_score': 0.1000425518, 'tag': 'ARTS & CULTURE'}]}","{'intent': {'news': 0.0, 'query': 0.858, 'spam': 0.107, 'marketing': 0.001, 'feedback': 0.033}}"
hit:9978_conv:19957,3,sad,My wife is off to her Mom's. I will feel alone and lonely,43,"Yeah , but the thought of not her being here makes me sad.",64,3,1,"{'sentiment': {'negative': 0.922, 'neutral': 0.069, 'positive': 0.009}}","{'emotion': {'Angry': 0.0527447471, 'Excited': 0.0078745998, 'Fear': 0.1272168848, 'Happy': 0.0197050171, 'Sad': 0.7764916246, 'Bored': 0.0159671265}}","{'taxonomy': [{'confidence_score': 0.4496457875, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.3909476101, 'tag': 'IMPACT'}, {'confidence_score': 0.0490045026, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.005, 'query': 0.044, 'spam': 0.472, 'marketing': 0.001, 'feedback': {'score': 0.478, 'tag': {'complaint': 0.467, 'suggestion': 0.018, 'appreciation': 0.514}}}}"
hit:9978_conv:19957,4,sad,My wife is off to her Mom's. I will feel alone and lonely,567,I can agree. Dont be too down. Im sure you can find someting to keep you busy. ,79,3,2,"{'sentiment': {'negative': 0.347, 'neutral': 0.433, 'positive': 0.22}}","{'emotion': {'Excited': 0.2044328119, 'Fear': 0.0854526948, 'Angry': 0.1740611527, 'Happy': 0.360316707, 'Sad': 0.0627416799, 'Bored': 0.1129949537}}","{'taxonomy': [{'confidence_score': 0.4277293682, 'tag': 'IMPACT'}, {'confidence_score': 0.2301922888, 'tag': 'EDUCATION'}, {'confidence_score': 0.0911561623, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.017, 'query': 0.108, 'spam': 0.125, 'marketing': 0.07, 'feedback': {'score': 0.68, 'tag': {'complaint': 0.134, 'suggestion': 0.537, 'appreciation': 0.33}}}}"
hit:4555_conv:9111,1,excited,I am so thrilled about the new shark movie coming out. I got early tickets!,366,"I am a huge fan of sharks, and I am thrilled to go to the new shark film coming out!",90,3,1,"{'sentiment': {'negative': 0.005, 'neutral': 0.127, 'positive': 0.868}}","{'emotion': {'Fear': 0.2848121502, 'Bored': 0.0050506898, 'Angry': 0.0779930913, 'Excited': 0.2873636915, 'Happy': 0.3312107951, 'Sad': 0.013569582}}","{'taxonomy': [{'confidence_score': 0.4220862389, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.3798029125, 'tag': 'SCIENCE'}, {'confidence_score': 0.1062624007, 'tag': 'GREEN'}]}","{'intent': {'news': 0.14, 'query': 0.022, 'spam': 0.105, 'marketing': 0.449, 'feedback': 0.284}}"
hit:4555_conv:9111,2,excited,I am so thrilled about the new shark movie coming out. I got early tickets!,237,me too I love them and I am very excited as well,48,3,2,"{'sentiment': {'negative': 0.004, 'neutral': 0.014, 'positive': 0.982}}","{'emotion': {'Angry': 0.0226581987, 'Sad': 0.026836007, 'Excited': 0.2201800156, 'Bored': 0.0043389983, 'Happy': 0.3800471716, 'Fear': 0.3459396088}}","{'taxonomy': [{'confidence_score': 0.5344362855, 'tag': 'IMPACT'}, {'confidence_score': 0.1548860818, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.120647788, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.004, 'query': 0.038, 'spam': 0.24, 'marketing': 0.055, 'feedback': {'score': 0.663, 'tag': {'complaint': 0.001, 'suggestion': 0.002, 'appreciation': 0.997}}}}"
hit:4555_conv:9111,3,excited,I am so thrilled about the new shark movie coming out. I got early tickets!,366,Awesome! The movie looks quite fun and have some good effects.,62,3,1,"{'sentiment': {'negative': 0.007, 'neutral': 0.037, 'positive': 0.956}}","{'emotion': {'Angry': 0.0540514445, 'Excited': 0.230381282, 'Fear': 0.1765711559, 'Happy': 0.467444103, 'Sad': 0.0422926338, 'Bored': 0.0292593809}}","{'taxonomy': [{'confidence_score': 0.9927970767, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0027704248, 'tag': 'IMPACT'}, {'confidence_score': 0.0013645694, 'tag': 'WORLDPOST'}]}","{'intent': {'news': 0.04, 'query': 0.034, 'spam': 0.208, 'marketing': 0.247, 'feedback': {'score': 0.471, 'tag': {'complaint': 0.001, 'suggestion': 0.005, 'appreciation': 0.994}}}}"
hit:4555_conv:9111,4,excited,I am so thrilled about the new shark movie coming out. I got early tickets!,237,I know they'll make so much money from it within the first week of release,74,3,2,"{'sentiment': {'negative': 0.066, 'neutral': 0.358, 'positive': 0.576}}","{'emotion': {'Happy': 0.1552988869, 'Fear': 0.2425049819, 'Sad': 0.1986197473, 'Bored': 0.064936853, 'Angry': 0.0741576119, 'Excited': 0.2644819189}}","{'taxonomy': [{'confidence_score': 0.6410998106, 'tag': 'BUSINESS'}, {'confidence_score': 0.1927776039, 'tag': 'IMPACT'}, {'confidence_score': 0.0557768866, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.046, 'query': 0.112, 'spam': 0.258, 'marketing': 0.188, 'feedback': {'score': 0.396, 'tag': {'complaint': 0.17, 'suggestion': 0.345, 'appreciation': 0.485}}}}"
hit:5111_conv:10223,1,jealous,I can't believe my friend got a new car. I want a new car,27,MY friend just got a new car.,29,2,1,"{'sentiment': {'negative': 0.03, 'neutral': 0.37, 'positive': 0.601}}","{'emotion': {'Angry': 0.0339763499, 'Excited': 0.3502938462, 'Fear': 0.3040089389, 'Happy': 0.2234152605, 'Sad': 0.0768269614, 'Bored': 0.0114786431}}","{'taxonomy': [{'confidence_score': 0.4950704277, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.3489453495, 'tag': 'IMPACT'}, {'confidence_score': 0.0597310737, 'tag': 'BUSINESS'}]}","{'intent': {'news': 0.005, 'query': 0.026, 'spam': 0.496, 'marketing': 0.131, 'feedback': 0.342}}"
hit:5111_conv:10223,2,jealous,I can't believe my friend got a new car. I want a new car,514,oh wow! what did they get?,26,2,2,"{'sentiment': {'negative': 0.262, 'neutral': 0.683, 'positive': 0.054}}","{'emotion': {'Happy': 0.0554193973, 'Fear': 0.3839054821, 'Sad': 0.2175233745, 'Bored': 0.0717955743, 'Angry': 0.1885085103, 'Excited': 0.0828476615}}","{'taxonomy': [{'confidence_score': 0.8923786283, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.044800587, 'tag': 'POLITICS'}, {'confidence_score': 0.0217667948, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.0, 'query': 0.753, 'spam': 0.219, 'marketing': 0.001, 'feedback': 0.026}}"
hit:5111_conv:10223,3,jealous,I can't believe my friend got a new car. I want a new car,27,A camaro. I want a new car. Mine is over 15 years old,53,2,1,"{'sentiment': {'negative': 0.659, 'neutral': 0.214, 'positive': 0.128}}","{'emotion': {'Angry': 0.2188340752, 'Excited': 0.0759825046, 'Happy': 0.0593309412, 'Sad': 0.454436373, 'Bored': 0.0311316584, 'Fear': 0.1602844476}}","{'taxonomy': [{'confidence_score': 0.6074558496, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2278261334, 'tag': 'ARTS & CULTURE'}, {'confidence_score': 0.0388063081, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.027, 'query': 0.202, 'spam': 0.283, 'marketing': 0.11, 'feedback': {'score': 0.378, 'tag': {'complaint': 0.245, 'suggestion': 0.073, 'appreciation': 0.682}}}}"
hit:5111_conv:10223,4,jealous,I can't believe my friend got a new car. I want a new car,514,wow camaros are awesom.i just got a new suv,43,2,2,"{'sentiment': {'negative': 0.155, 'neutral': 0.355, 'positive': 0.49}}","{'emotion': {'Angry': 0.0843521458, 'Sad': 0.1335199466, 'Excited': 0.2477077846, 'Bored': 0.0234312426, 'Happy': 0.1790755046, 'Fear': 0.3319133759}}","{'taxonomy': [{'confidence_score': 0.9457022548, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0258696713, 'tag': 'IMPACT'}, {'confidence_score': 0.0061929524, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.054, 'query': 0.131, 'spam': 0.369, 'marketing': 0.18, 'feedback': 0.266}}"
hit:5111_conv:10223,5,jealous,I can't believe my friend got a new car. I want a new car,27,Why is everyone getting new cars except me,42,2,1,"{'sentiment': {'negative': 0.939, 'neutral': 0.056, 'positive': 0.005}}","{'emotion': {'Happy': 0.0055294558, 'Fear': 0.0987026542, 'Sad': 0.4812657704, 'Bored': 0.0260116951, 'Angry': 0.3812466602, 'Excited': 0.0072437643}}","{'taxonomy': [{'confidence_score': 0.3448478281, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2885608077, 'tag': 'TECH'}, {'confidence_score': 0.2435075194, 'tag': 'BUSINESS'}]}","{'intent': {'news': 0.0, 'query': 0.981, 'spam': 0.011, 'marketing': 0.0, 'feedback': 0.008}}"
hit:6722_conv:13445,1,apprehensive,My step-daughter turned 16_comma_ and I'm not confident in her driving abilities.  She gets too distracted by her phone.,305,My step-daughter just turned 16 in the past week.,49,4,1,"{'sentiment': {'negative': 0.566, 'neutral': 0.335, 'positive': 0.099}}","{'emotion': {'Fear': 0.3303969465, 'Bored': 0.0390315669, 'Angry': 0.1091679207, 'Excited': 0.1027602565, 'Happy': 0.0739178743, 'Sad': 0.3447254351}}","{'taxonomy': [{'confidence_score': 0.8255479336, 'tag': 'IMPACT'}, {'confidence_score': 0.1561314315, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0082443738, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.051, 'query': 0.233, 'spam': 0.398, 'marketing': 0.027, 'feedback': 0.291}}"
hit:6722_conv:13445,2,apprehensive,My step-daughter turned 16_comma_ and I'm not confident in her driving abilities.  She gets too distracted by her phone.,570,Did she have a party?,21,4,2,"{'sentiment': {'negative': 0.038, 'neutral': 0.814, 'positive': 0.148}}","{'emotion': {'Angry': 0.0227107639, 'Excited': 0.1011996771, 'Fear': 0.6987047007, 'Happy': 0.058862807, 'Sad': 0.0629918143, 'Bored': 0.0555302369}}","{'taxonomy': [{'confidence_score': 0.5202697515, 'tag': 'IMPACT'}, {'confidence_score': 0.3481475115, 'tag': 'POLITICS'}, {'confidence_score': 0.058613155, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.0, 'query': 0.625, 'spam': 0.34, 'marketing': 0.002, 'feedback': 0.033}}"
hit:6722_conv:13445,3,apprehensive,My step-daughter turned 16_comma_ and I'm not confident in her driving abilities.  She gets too distracted by her phone.,305,We're actually having it this coming weekend.,45,4,1,"{'sentiment': {'negative': 0.22, 'neutral': 0.481, 'positive': 0.299}}","{'emotion': {'Angry': 0.120125118, 'Sad': 0.118200803, 'Excited': 0.2671149559, 'Bored': 0.0807390753, 'Happy': 0.1681623965, 'Fear': 0.2456576512}}","{'taxonomy': [{'confidence_score': 0.5053312778, 'tag': 'SPORTS'}, {'confidence_score': 0.203592971, 'tag': 'IMPACT'}, {'confidence_score': 0.1328282505, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.008, 'query': 0.217, 'spam': 0.427, 'marketing': 0.095, 'feedback': 0.254}}"
hit:6722_conv:13445,4,apprehensive,My step-daughter turned 16_comma_ and I'm not confident in her driving abilities.  She gets too distracted by her phone.,570,Does she have her license yet?,30,4,2,"{'sentiment': {'negative': 0.12, 'neutral': 0.86, 'positive': 0.02}}","{'emotion': {'Happy': 0.0458912508, 'Fear': 0.4100460215, 'Sad': 0.2604187449, 'Bored': 0.0882186872, 'Angry': 0.1052032368, 'Excited': 0.0902220588}}","{'taxonomy': [{'confidence_score': 0.5211688876, 'tag': 'IMPACT'}, {'confidence_score': 0.3211916685, 'tag': 'POLITICS'}, {'confidence_score': 0.0420287922, 'tag': 'ARTS & CULTURE'}]}","{'intent': {'news': 0.003, 'query': 0.905, 'spam': 0.076, 'marketing': 0.001, 'feedback': 0.015}}"
hit:6722_conv:13445,5,apprehensive,My step-daughter turned 16_comma_ and I'm not confident in her driving abilities.  She gets too distracted by her phone.,305,"No . . . that's a long story involving her idiot father.  I'm somewhat glad, though, as she can't seem to set her phone down.",137,4,1,"{'sentiment': {'negative': 0.829, 'neutral': 0.139, 'positive': 0.032}}","{'emotion': {'Angry': 0.3132760732, 'Excited': 0.0834110543, 'Happy': 0.0786584836, 'Sad': 0.2466630986, 'Bored': 0.0979914816, 'Fear': 0.1799998088}}","{'taxonomy': [{'confidence_score': 0.5047262907, 'tag': 'POLITICS'}, {'confidence_score': 0.3463985324, 'tag': 'IMPACT'}, {'confidence_score': 0.14608711, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.021, 'query': 0.108, 'spam': 0.272, 'marketing': 0.029, 'feedback': {'score': 0.57, 'tag': {'complaint': 0.715, 'suggestion': 0.088, 'appreciation': 0.197}}}}"
